reviews,clusters,tags
"Friendly but inefficient staff coupled with poor managment. Almost never have blonde roast and it's a guessing game which food items will be available that day. And if you order online, just pray it's in stock or run the risk of waiting 20 minutes before asking and discovering they ran out.",Time,negative
"It's inside Target. There is very little sitting room. Serves Starbucks coffee, though.",Place,neutral
"It's inside Target. There is very little sitting room. Serves Starbucks coffee, though.",Coffee,positive
Fast service and very friendly staff!,Service,positive
Staff very friendly and nice to talk too.,Service,positive
love this Starbucks crew.  always friendly and personalized service.,Service,positive
Will go back loved it thank you so much love that coffee.,Coffee,positive
Quality coffee in the hospital. Snacks and sandwiches are handy too while the cafeteria is closed.,Coffee,positive
Quality coffee in the hospital. Snacks and sandwiches are handy too while the cafeteria is closed.,Food,positive
Excellent service by ALEX and crew!!,Service,positive
Products and people very good,Coffee,positive
Products and people very good,Service,positive
"Good coffee, dark roast for me.",Coffee,positive
"Just wanted cold coffee with no ice, it was very difficult for the staff to achieve.........",Service,negative
The products are always good and service is always outstanding.,Coffee,positive
The products are always good and service is always outstanding.,Service,positive
"This is my go to Starbucks
But it frustrates me to see how Kroger
Understaffs . Service is what grows business
The young girl today was all on her own
Please take care of your staff",Service,neutral
Who doesn't like coffee??,Coffee,positive
Love thay the have keyo options,Food,positive
Very good location next to 91fwy,Place,positive
My first stop in the morning.,Time,positive
"Asked the barista Jacob for a java chip frap, and it was so watered down and the ice wasn't even crushed up properly and my boyfriend for a latte that was also SO watered down he couldn't taste any coffee! We pay good money for them to taste good not like water! Need to learn how to make them. Giving Starbucks a bad name!!",Coffee,negative
Amazing service,Service,positive
"The cafe always seems to be packed and parking is still tricky - it's just a narrow parking lot that can be difficult to traverse if the place is full. Baristas are nice, the new store is beautiful. Not the friendliest third place I've visited as far as Starbucks goes, but it's good for a quick stop and pick me up :)",Place,neutral
"The cafe always seems to be packed and parking is still tricky - it's just a narrow parking lot that can be difficult to traverse if the place is full. Baristas are nice, the new store is beautiful. Not the friendliest third place I've visited as far as Starbucks goes, but it's good for a quick stop and pick me up :)",Service,positive
"The cafe always seems to be packed and parking is still tricky - it's just a narrow parking lot that can be difficult to traverse if the place is full. Baristas are nice, the new store is beautiful. Not the friendliest third place I've visited as far as Starbucks goes, but it's good for a quick stop and pick me up :)",Place,positive
In line already get kicked out after we waited i get they were closing but i stood there till i was next gold star members get treated like trash never had a reason to dislike starbucks till now,Service,negative
A bit on the pricey side and their regular coffee isn't anything to write home about but their more sugary options are great and the service is fast and friendly.,Coffee,neutral
A bit on the pricey side and their regular coffee isn't anything to write home about but their more sugary options are great and the service is fast and friendly.,Coffee,positive
A bit on the pricey side and their regular coffee isn't anything to write home about but their more sugary options are great and the service is fast and friendly.,Service,positive
Fast and friendly service.,Service,positive
This is the slowest Starbucks location.   The staff is always nice.,Time,negative
This is the slowest Starbucks location.   The staff is always nice.,Service,positive
Comfy chairs. Hot coffee. Kids temperature cocoa.,Place,positive
Comfy chairs. Hot coffee. Kids temperature cocoa.,Coffee,positive
Comfy chairs. Hot coffee. Kids temperature cocoa.,Food,positive
This Starbucks is located inside the Fry's. I'm not a coffee drinker but my regular order at Starbucks is Iced Green Tea Lemonade. I stopped by this location this morning and I honestly was in and out in under 2 minutes! Can't complain about that. The employees were very friendly and my drink was correct.,Place,neutral
This Starbucks is located inside the Fry's. I'm not a coffee drinker but my regular order at Starbucks is Iced Green Tea Lemonade. I stopped by this location this morning and I honestly was in and out in under 2 minutes! Can't complain about that. The employees were very friendly and my drink was correct.,Coffee,positive
This Starbucks is located inside the Fry's. I'm not a coffee drinker but my regular order at Starbucks is Iced Green Tea Lemonade. I stopped by this location this morning and I honestly was in and out in under 2 minutes! Can't complain about that. The employees were very friendly and my drink was correct.,Service,positive
This Starbucks is located inside the Fry's. I'm not a coffee drinker but my regular order at Starbucks is Iced Green Tea Lemonade. I stopped by this location this morning and I honestly was in and out in under 2 minutes! Can't complain about that. The employees were very friendly and my drink was correct.,Time,positive
